45.507,54.271,45.547
788.08,792.67,788.14
703.95,710.24,703.76
230.1,233.99,229.92
520.71,526.16,520.95
232.23,241.49,232.15
238.29,246.11,238.13
420.38,424.8,420.77
34.881,43.53,34.88
166.75,168.18,166.7
142.48,149.5,142.74
285.28,285.02,285.01
373.87,374.79,373.91
282.36,291.56,282.25
355.17,357.77,355.43
264.44,271.93,263.92
131.72,135.43,132.03
459.56,460.07,459.31
172.23,179.9,172.45
66.577,75.269,66.382
640.77,647.56,640.92
426.56,436.04,426.92
177.2,182.3,177.34
108.24,116.98,108.33
705.02,709.76,705.23
733.3,738.96,733.54
533.56,538.28,533.42
253.25,258.67,253.22
520.52,529.55,520.62
353.22,354.93,353.24
1029,1037.5,1028.9
901.7,909,901.61
47.845,49.139,47.838
148.49,155.32,148.61
903.62,907.85,903.57
418.76,421.7,419
423.93,430.5,424.45
142.25,147.93,142.31
909.66,915.28,909.59
205.27,210,205.5
361.16,369.62,361.93
597.8,602.79,597.75
54.641,57.306,54.626
525.68,531.85,525.91
244.82,249.02,244.8
97.893,104.2,97.911
224.5,229.47,224.86
748.07,752.78,747.83
71.334,76.481,71.399
1007.3,1015.7,1007
332.2,337.55,331.93
903.44,906.96,903.69
73.595,82.114,73.569
114.55,121.3,115.01
79.772,82.366,79.777
126.42,131.22,126.43
857.33,866.12,857.43
812.72,812.85,812.72
47.084,55.732,47.091
378.51,379.13,378.52
137.99,139.87,138.39
561.59,569.34,562.09
257.95,266.72,257.77
484.19,489.47,483.99
135.73,136.58,136.02
143.38,152.7,143.51
552.82,562.18,552.32
177.8,184.4,177.94
417.14,422.92,417.18
222.51,226.22,222.49
397.57,407.49,397.88
199.78,202.59,199.9
256.27,264.68,256.27
250.49,257.75,250.43
219.32,223.83,219.03
51.077,55.001,51.03
205.23,210.09,205.25
258.22,260.93,258.12
47.091,47.488,47.115
97.462,106.45,97.427
613.42,621.42,612.79
137.82,142.86,137.86
70.77,74.856,70.78
64.098,65.683,64.168
154.57,158.07,154.71
58.169,64.281,58.215
280.74,289.19,281.28
30.963,31.071,30.946
63.17,66.272,63.206
406.46,415.15,406.44
201.34,210.45,201.09
631.06,641.13,631.21
455.3,456.73,455.48
716.79,719.46,716.74
115.14,118.02,115.32
182.53,183.33,182.69
57.186,61.225,57.305
53.687,55.018,53.621
862.38,868.32,862.15
275.12,284.42,274.89
108.57,117.43,108.46
251.79,258.11,252.03
917.46,924.08,918.37
147.87,152.2,148.23
1039.3,1048.2,1039.1
69.024,78.069,68.97
255.53,262.93,255.62
322.56,325.94,322.41
200.05,207.48,199.86
473.1,473.37,473.07
73.351,76.91,73.316
367.25,376.84,367.46
183.96,188.95,184.05
694.25,697.71,693.7
959.98,965.7,960.16
38.698,43.434,38.716
229.63,229.95,229.47
338.61,348.11,338.19
286.34,291.73,286.63
491.54,491.63,491.45
60.843,66.741,60.886
319.54,323.48,319.68
88.369,94.297,88.127
531.54,532.84,531.79
486.34,490.61,486.51
61.151,65.658,61.219
1051.6,1055.6,1048.8
278.53,284.56,278.45
107.72,117.4,107.59
54.267,54.56,54.266
205.05,208.34,205.17
41.508,44.837,41.514
143.84,150.46,143.72
958.38,964.81,959.03
116.82,125.22,117.28
494.35,504.38,494.88
190.43,191.23,190.48
704.59,706.29,704.85
312.64,318.85,312.23
759.28,761.79,759.21
411.86,417.4,412
751.52,757.47,751.87
93.105,95.487,93.153
304.36,313.44,304.06
89.975,93.584,90.032
137.5,144.77,137.26
354.14,358.89,353.73
360.99,362.56,361.52
554.84,556.26,554.98
148.04,150.19,148.12
182.14,185.28,179.87
126.04,135.08,126.23
90.455,99.197,90.42
77.273,82.069,77.225
271.75,274.07,271.79
560.13,568.45,560
371.59,379.37,371.35
383.59,386.56,383.3
56.449,64.616,56.458
145.48,145.7,145.38
500,502.05,500.04
199.96,207.58,199.83
335.45,341.52,335.08
552.71,555.47,553.05
857.72,860.05,857.17
383.93,388.44,383.26
324.27,332.44,324.15
22.898,27.673,22.886
885.42,894.56,885.57
1093.3,1094,1093.5
350.99,359.97,350.4
772.8,777.12,773.25
418.63,422.16,418.78
294.84,302.41,294.83
371.72,380.95,372.28
306.07,307.46,306.12
189.03,198.62,188.91
56.18,57.847,56.253
376.11,377.72,375.56
88.672,89.519,88.694
60.544,67.705,60.58
267.08,272.53,267.1
131.8,135.23,131.78
631.46,633.05,631.25
214.18,223.74,214.17
333.19,342.59,333.64
86.97,91.736,86.821
689.59,696.67,689.46
645.9,646.11,646.06
219.84,225.01,219.79
234.61,239.68,234.83
42.255,51.433,42.203
815.42,825.16,815.34
80.627,87.718,80.602
200.88,210.37,201.14
471.86,475.6,471.88
173.06,177.38,173.24
179.86,189.4,179.59
26.917,29.14,26.999
335.29,345.04,335.78
178.23,182.16,178.32
78.333,83.396,78.301
1120,1128.3,1119.9
397.46,401.18,397.19
55.107,59.783,55.103
114.96,116.2,114.84
138.78,148.18,138.81
401.42,409.61,400.94
379.07,387.62,379.14
65.752,72.685,65.752
131.11,140.64,131.03
1182,1188.6,1182.1
626.58,631.09,627.08
247.34,251.35,247.11
180.86,189.07,180.91
765.06,772.28,765.25
549.91,554.54,549.47
357.5,357.5,357.48
131.99,137.99,131.94
435.05,439.74,435.36
508.42,509.02,508.78
95.877,97.833,95.817
236.49,237.48,236.12
92.226,100.3,92.221
66.936,67.916,66.908
118.87,120.43,118.85
109.58,116.88,109.59
425.74,425.58,425.32
196.18,199.94,196.35
202.81,204.23,202.73
702.1,708.66,701.88
266.95,269.37,266.73
555.22,558.89,554.59
168.52,170.34,168.34
327.91,330.24,327.95
87.672,91.267,87.528
92.921,97.702,93.564
345.16,351.72,345.26
350.36,353.52,350.64
720.3,722.98,720.4
57.976,58.573,57.618
95.43,101.07,95.442
1094.7,1097.2,1094.8
519.66,528.68,520.06
665.97,669.55,665.9
74.923,78.233,74.928
43.706,45.256,43.643
562.1,563.6,561.97
279.14,281.46,279.38
55.388,62.058,55.496
68.681,72.619,68.625
436.83,437.93,437.6
34.513,36.932,34.45
779.1,787.45,778.41
109.23,118.49,109.12
224.25,227.69,223.77
74.747,81.813,74.729
154.08,156.14,154.12
348.41,356.5,348.47
78.758,82.28,78.705
293.55,298.74,293.51
897.52,903.08,897.83
644.86,648.41,645.17
84.018,89.618,83.817
104.05,106.38,103.9
604.57,610.58,604.54
86.377,94.937,86.422
328.89,338.03,329.8
62.913,68.093,62.912
432.4,434.63,432.15
101.6,107.66,101.64
523.7,528.13,523.8
49.407,50.785,49.51
155.49,156.52,155.51
410.36,410.43,410.39
423.44,427.62,423.27
301.23,303.34,301.44
274.98,282.72,274.29
351.51,356.16,351.46
316.02,317.18,316.03
124.71,124.82,124.72
530.35,536.19,530.56
19.711,22.659,19.618
152.02,152.52,152.2
127.41,133.64,127.4
698.63,704.84,698.54
870.18,878.1,869.54
358.22,362.47,358.02
815.55,818.45,815.22
412.47,413.22,412.38
113.16,119.61,113
42.547,49.495,42.443
84.937,90.4,84.775
598.51,601.02,598.99
565.09,571.17,565.03
473.71,479.39,474.53
578.23,580.68,577.94
108.02,114.06,108.1
261.09,269.16,261.22
736.75,745.77,736.66
22.714,23.713,22.752
95.165,100.64,95.218
157.92,159.96,157.9
494.87,498.5,494.81
53.438,58.12,53.514
166.37,168.05,166.35
46.681,48.344,46.744
409.69,418.75,409.43
88.781,92.468,88.831
262.56,272.71,262.94
1178.5,1179.7,1179
192.54,196.45,192.55
429.01,429.35,428.89
75.058,76.988,75.096
61.137,62.006,61.204
1061.4,1070.4,1061.8
245.15,254.63,245.01
816.99,816.62,816.33
131.16,133.76,131.27
845.87,854.87,845.96
109.78,114.97,109.79
95.388,100.5,95.355
28.83,34.3,28.82
545.24,552.37,543.78
442,449.17,442.01
219.08,221.41,218.94
92.413,98.503,92.411
221.56,228.46,221.07
692.87,695.38,693.19
386.19,389.34,386.13
185.22,193.79,184.98
24.538,30.605,24.605
516.56,521.08,517.07
76.982,81.634,76.982
1202.9,1209.4,1203.1
89.477,98.262,89.358
91.334,100.05,91.434
811.44,812.31,811.69
367.76,367.92,367.66
254.97,264.93,254.94
98.976,102.09,99.022
358.22,368.08,358.16
518.65,523.84,518.53
71.75,80.704,71.607
98.13,105.62,98.243
134.02,141.04,133.91
75.652,78.255,75.635
236.63,246.49,236.73
1175.3,1178.6,1175.5
83.232,89.456,83.109
377.16,379.33,378.62
49.937,54.658,49.836
225.78,232.64,225.76
640.83,650.96,641.19
115.95,119.85,116.43
50.753,60.626,53.273
403.05,406.65,402.99
475.54,475.68,475.51
99.639,106.09,99.519
481.76,487.86,481.76
816.02,822.39,816.06
202.39,206.6,202.53
214.07,222.19,214.03
120.24,124.12,120.18
328.96,331.2,328.38
327,328.05,327.56
135.29,139,134.97
414.11,422.78,414.26
242.75,245.29,242.38
529.21,531.08,529.28
157.71,160.26,157.98
273.05,278.8,272.72
680.55,689.4,680.23
80.694,80.655,80.407
95.246,99.472,95.349
75.594,81.199,75.452
62.397,68.811,62.488
798.28,798.33,797.73
422.79,427.64,422.71
336.47,340.12,337.25
75.293,82.821,75.32
308.03,312.28,308.02
566.76,574.7,566.73
932,935.57,932.35
596.73,597.62,596.31
265.45,269.79,266.09
183.79,185.09,183.87
439.57,442.12,439.05
26.657,36.323,26.631
412.19,420.57,412.23
183.31,189.55,183.27
67.814,77.647,67.852
349.43,358.38,348.97
856.17,858.53,856.2
66.118,74.175,66.065
235.03,239.83,235.07
72.971,82.641,72.827
346.4,352.3,346.29
342.27,348.83,342.3
411.51,420.44,412.26
233.07,241.76,233.5
259.84,263.49,259.94
407.79,416.87,407.67
92.25,93.398,92.352
241.33,245.2,241.15
113.88,116.26,113.64
423.67,425.57,424.18
311.57,313.2,311.84
248.92,251.39,249.35
717.41,723.79,717.7
111.33,117.78,111.69
299.04,306.04,299.07
676.68,685.19,676.79
266.04,269.25,266.14
210.1,212.36,210.1
334.54,343.81,334.2
661.1,665.86,661.21
389.24,398.08,389.46
39,43.227,38.85
149.4,154.01,149.39
659.6,665.92,659.96
837.93,839.19,838
671.31,675.46,670.73
279.69,286.12,280.15
261.67,267.17,261.88
318.01,322.87,317.84
189.62,194.03,189.67
36.175,36.724,36.201
144.91,154.21,144.98
274.63,275.87,274.87
149.69,158.42,149.57
545.83,547.11,546.65
44.273,52.916,44.315
395.72,404.65,395.4
349.54,349.94,349.83
856.99,862.95,857.11
406.03,412.04,405.72
648.26,648.47,648.07
55.952,65.754,55.983
406.38,406.69,406.46
546.66,554.47,546.63
826.51,828.12,826.77
49.239,57.476,49.266
564.96,571.8,565.27
269.1,269.84,269.05
60.483,60.734,60.508
426.06,426.93,426.2
107.71,116.26,107.7
310.26,320,310.4
305.2,314.42,305.35
189.46,198.85,192.35
101.44,101.96,101.25
760.6,761.88,760.57
214.08,215.42,214.27
429.66,438.93,429.81
215.33,218.54,215.41
333.35,335.22,332.48
21.258,23.614,21.115
1119.1,1121.4,1118.9
765.11,766.01,765
928.01,931.92,928.13
285.28,295.24,285.35
326.23,330.55,326.23
148.19,154.01,148.32
120.56,122.99,120.21
129.16,134.38,129.26
116.48,119.33,116.37
430.68,438.46,430.66
32.214,33.391,31.956
165.87,172.82,166.55
65.692,67.999,65.427
229.94,234.98,230.35
468.61,470.41,468.73
105.09,113.65,105.27
1028.6,1031.7,1028.3
543.75,544.2,543.82
301.82,304.53,301.11
36.366,42.722,36.372
62.502,71.863,62.487
178.96,183.44,178.83
53.232,57.794,52.636
216.97,223.18,217.24
658,661,657.74
868.93,872.94,868.69
63.265,70.441,63.385
437.36,444.14,438.19
28.477,32.11,28.419
452.27,452.61,452.17
549.13,551,549.07
196.51,197.89,196.5
1073.5,1074.2,1073.8
778.14,787.55,777.96
227.62,233.54,227.48
71.257,74.943,71.243
791.74,793.69,791.66
838.42,842.51,837.68
468.29,468.63,467.42
103.32,111.57,102.81
32.809,41.651,32.708
30.882,35.32,30.926
